Time (UTC),Open,High,Low,Close,Volume 
02.01.2025 00:30:00,1.03509,1.0352,1.03489,1.03506,460.95
02.01.2025 00:40:00,1.03506,1.03523,1.03501,1.03517,837.11
02.01.2025 00:50:00,1.03517,1.03567,1.03506,1.03523,1396.56
02.01.2025 01:00:00,1.03523,1.03523,1.03444,1.03489,1553.55
02.01.2025 01:10:00,1.0349,1.03507,1.03466,1.03476,2066.65
02.01.2025 01:20:00,1.03476,1.03541,1.03471,1.03512,1748.1
02.01.2025 01:30:00,1.03512,1.03562,1.03492,1.03561,1189.06
02.01.2025 01:40:00,1.03561,1.03611,1.03561,1.03588,1031.15
02.01.2025 01:50:00,1.03586,1.03601,1.03575,1.03581,571.98
02.01.2025 02:00:00,1.03581,1.03614,1.0358,1.03609,1582.05
02.01.2025 02:10:00,1.03608,1.03616,1.03597,1.03611,698.7
02.01.2025 02:20:00,1.0361,1.03638,1.03604,1.03634,588.4
02.01.2025 02:30:00,1.03633,1.03656,1.03631,1.03656,353.33
02.01.2025 02:40:00,1.03657,1.03705,1.03657,1.03705,522.49
02.01.2025 02:50:00,1.03703,1.03714,1.03695,1.03712,511.72
02.01.2025 03:00:00,1.03712,1.03737,1.03707,1.03733,547
02.01.2025 03:10:00,1.03734,1.03734,1.03684,1.03697,751.72
02.01.2025 03:20:00,1.03696,1.03716,1.03694,1.03707,257.12
02.01.2025 03:30:00,1.03708,1.03745,1.03703,1.0372,717.97
02.01.2025 03:40:00,1.0372,1.03729,1.037,1.03701,744.48
02.01.2025 03:50:00,1.03701,1.0372,1.03696,1.03718,274.47
02.01.2025 04:00:00,1.03718,1.03749,1.03718,1.03747,394.2
02.01.2025 04:10:00,1.03747,1.03758,1.03738,1.0374,383.62
02.01.2025 04:20:00,1.03742,1.03743,1.03713,1.03714,405.67
02.01.2025 04:30:00,1.03714,1.03718,1.03674,1.03674,388.92
02.01.2025 04:40:00,1.03674,1.03693,1.03667,1.03693,309.21
02.01.2025 04:50:00,1.03693,1.03708,1.03691,1.03696,322.72
02.01.2025 05:00:00,1.03697,1.0371,1.03657,1.03659,468.72
02.01.2025 05:10:00,1.0366,1.03672,1.03652,1.03664,431.28
02.01.2025 05:20:00,1.03664,1.03672,1.03638,1.03649,282.2
02.01.2025 05:30:00,1.03649,1.03656,1.03626,1.03631,226.76
02.01.2025 05:40:00,1.0363,1.03644,1.03621,1.03635,423.83
02.01.2025 05:50:00,1.03636,1.03653,1.03625,1.03641,530.4
02.01.2025 06:00:00,1.03641,1.03641,1.0361,1.03622,877.32
02.01.2025 06:10:00,1.03623,1.03636,1.03618,1.03628,713.81
02.01.2025 06:20:00,1.03625,1.03637,1.03606,1.0362,433.26
02.01.2025 06:30:00,1.03619,1.03643,1.03603,1.03625,1141.2
02.01.2025 06:40:00,1.03626,1.03654,1.0362,1.03642,760.37
02.01.2025 06:50:00,1.03642,1.03648,1.03625,1.0364,807
02.01.2025 07:00:00,1.03639,1.03684,1.03632,1.03676,1493.49
02.01.2025 07:10:00,1.03673,1.03684,1.03637,1.03678,1120.01
02.01.2025 07:20:00,1.03677,1.03697,1.03664,1.03689,876.68
02.01.2025 07:30:00,1.0369,1.03697,1.03662,1.03663,719.11
02.01.2025 07:40:00,1.03663,1.03726,1.03662,1.03721,691.96
02.01.2025 07:50:00,1.03722,1.03726,1.03626,1.03629,1094.88
02.01.2025 08:00:00,1.03629,1.03712,1.03596,1.036,1626.51
02.01.2025 08:10:00,1.036,1.0362,1.03536,1.03536,2432.49
02.01.2025 08:20:00,1.03534,1.03542,1.03485,1.03491,1666.09
02.01.2025 08:30:00,1.0349,1.03607,1.03466,1.0356,1738.1
02.01.2025 08:40:00,1.03559,1.03603,1.03553,1.03582,1833.9
02.01.2025 08:50:00,1.03582,1.03632,1.03555,1.03631,2323.79
02.01.2025 09:00:00,1.03631,1.0367,1.03573,1.03607,3999.18
02.01.2025 09:10:00,1.03603,1.03701,1.03602,1.03697,1501.58
02.01.2025 09:20:00,1.03696,1.03704,1.03618,1.03623,1245.71
02.01.2025 09:30:00,1.03624,1.0365,1.03582,1.03584,1090.33
02.01.2025 09:40:00,1.03583,1.03588,1.0354,1.03571,1093.45
02.01.2025 09:50:00,1.0357,1.03572,1.03496,1.03519,1385.97
02.01.2025 10:00:00,1.03518,1.03555,1.03518,1.03534,2474.5
02.01.2025 10:10:00,1.03532,1.03569,1.03521,1.03568,1019.64
02.01.2025 10:20:00,1.03568,1.03571,1.03501,1.03509,1272.29
02.01.2025 10:30:00,1.03508,1.03508,1.034,1.03415,2894.25
02.01.2025 10:40:00,1.03416,1.03429,1.03139,1.03175,2394.78
02.01.2025 10:50:00,1.03175,1.0328,1.03154,1.03171,4559.67
02.01.2025 11:00:00,1.03171,1.03287,1.03161,1.03285,1912.01
02.01.2025 11:10:00,1.03283,1.03344,1.03279,1.03341,1796.58
